"price";"date";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"waterfront";"view";"condition";"grade";"sqft_above";"sqft_basement";"yr_built";"yr_renovated";"zipcode";"lat";"long";"sqft_living15";"sqft_lot15"
263000;"2014 Oct";3;1,75;1660;7210;1;0;0;4;7;1660;0;1977;0;98032;47,3609;-122,274;2150;7350
1600000;"2014 June";4;3,5;4280;9583;2;0;0;3;11;4280;0;2005;0;98004;47,5979;-122,197;2360;10031
6e+05;"2014 Jul";3;1;940;19000;1;0;0;3;6;940;0;1945;0;98004;47,5828;-122,19;2280;19000
296500;"2014 May";3;2,75;2170;7900;1;0;0;4;8;1380;790;1978;0;98032;47,362;-122,277;2170;7700
229950;"2014 Nov";2;1,5;1160;1848;2;0;0;3;7;1160;0;1972;0;98034;47,7366;-122,176;1160;1566
579000;"2015 Mar";4;1,5;2480;6000;1;0;0;3;8;1520;960;1955;0;98136;47,5233;-122,386;1810;6000
487000;"2015 Jan";4;2,25;2400;7000;1;0;0;4;8;1800;600;1965;0;98034;47,7207;-122,184;2210;7210
310000;"2015 May";4;2,25;1780;8820;1;0;0;4;8;1480;300;1966;0;98032;47,3618;-122,289;1780;8625
163000;"2015 Feb";3;1,75;1290;4811;1;0;0;3;7;1290;0;1996;0;98032;47,3912;-122,234;1310;4811
825000;"2015 Jan";3;1,75;1930;8442;1;0;0;4;7;1930;0;1953;0;98004;47,6313;-122,204;1790;8442
482000;"2014 Aug";4;2,75;3010;15750;1;0;0;4;8;1560;1450;1973;0;98034;47,7336;-122,183;2110;9450
518000;"2015 Feb";4;3;2430;11670;1;0;0;4;7;1330;1100;1978;0;98034;47,7307;-122,228;1580;10464
430000;"2015 Feb";3;2,5;1690;1310;2;0;0;3;8;1140;550;2004;0;98136;47,5404;-122,387;1640;1321
416500;"2014 Aug";3;1;1100;4184;1;0;0;4;7;1100;0;1965;0;98136;47,5309;-122,382;1630;4366
385000;"2014 June";3;1,75;1230;7500;1;0;0;3;7;1230;0;1987;0;98034;47,7316;-122,224;1930;8747
345000;"2014 Jul";2;1;1080;7775;1;0;0;3;6;1080;0;1955;0;98136;47,5447;-122,394;1730;7350
435000;"2014 June";3;1,75;1500;8173;1;0;0;3;7;1500;0;1997;0;98034;47,7293;-122,227;1970;8173
670000;"2015 Mar";3;1,75;2160;5760;1;0;0;4;8;1260;900;1954;0;98136;47,5346;-122,391;2090;5760
1270000;"2014 Dec";5;3;3950;9520;1;0;0;3;9;2250;1700;1953;2002;98004;47,6363;-122,207;1890;9520
320000;"2014 Aug";4;2,25;2190;9020;2;0;0;3;8;2190;0;1978;0;98032;47,3742;-122,284;2170;8400
2150000;"2015 Jan";3;2,75;3470;9610;3;1;4;3;11;3470;0;1989;2000;98034;47,7205;-122,26;4130;11875
1e+06;"2014 May";5;4,25;3920;16258;2;0;0;3;9;2900;1020;1990;0;98004;47,5871;-122,192;2540;12131
340000;"2015 Mar";2;2;1250;1178;2;0;0;3;7;980;270;1996;0;98136;47,5426;-122,387;1270;1242
375000;"2015 May";2;1;790;5120;1;0;0;3;6;790;0;1950;0;98136;47,557;-122,395;1250;5120
860000;"2015 Mar";3;2;1880;8494;1;0;0;4;7;1200;680;1968;0;98004;47,6217;-122,192;1290;9128
182000;"2014 Sep";3;1;1060;7350;1;0;0;4;7;1060;0;1959;0;98032;47,3809;-122,287;1060;7350
488000;"2014 Nov";4;2,25;2500;10890;1;0;0;5;7;1800;700;1978;0;98034;47,7318;-122,239;2500;7467
459000;"2015 Apr";4;1,5;2020;9583;2;0;0;4;7;2020;0;1963;0;98034;47,7283;-122,238;1770;8625
1646000;"2014 Nov";6;3,5;4010;16200;1;0;0;3;8;2090;1920;1955;1990;98004;47,6322;-122,216;3560;16200
508000;"2014 Aug";6;2,75;2890;7500;1;0;0;4;8;1830;1060;1976;0;98034;47,7099;-122,23;1880;7500
475000;"2014 Dec";3;1;1470;9750;1;0;0;3;7;1470;0;1963;0;98034;47,7155;-122,194;1300;9750
1824100;"2015 Apr";3;2,25;3330;20053;2;0;0;3;9;3330;0;1968;1998;98004;47,6395;-122,214;2870;20053
520000;"2014 Jul";2;1;1360;22508;1;0;0;3;7;1360;0;1932;0;98034;47,7101;-122,226;2830;12600
760000;"2014 Aug";3;1,5;1170;7645;1;0;0;4;7;1170;0;1955;0;98004;47,6077;-122,194;1870;7678
355500;"2015 Mar";3;1;1120;10032;1;0;0;3;7;1120;0;1962;0;98034;47,7182;-122,194;1210;9918
1250000;"2014 Sep";4;3,25;3160;10043;2;0;2;3;9;3160;0;2011;0;98034;47,7001;-122,238;3450;10043
787000;"2014 May";3;1,75;1330;7500;1;0;0;3;8;1330;0;1961;0;98004;47,6074;-122,195;1690;7800
537000;"2015 Mar";4;2,5;1990;2660;2;0;0;3;8;1990;0;2012;0;98034;47,732;-122,178;1990;2665
447000;"2015 Mar";3;1,75;1400;6750;1;0;0;3;7;1040;360;1975;0;98034;47,717;-122,226;1860;7480
425000;"2014 Jul";5;2,75;1340;11583;1;0;0;3;7;1190;150;1962;0;98034;47,709;-122,214;1950;10514
665000;"2014 Sep";3;1;1260;24550;1,5;0;2;4;7;1260;0;1937;0;98136;47,5442;-122,396;2500;12320
249000;"2014 Dec";3;1;1752;14626;2;0;2;3;8;1752;0;2005;0;98032;47,3755;-122,278;1800;9000
585000;"2015 Apr";3;1,5;2230;6000;1;0;1;3;8;1260;970;1968;0;98136;47,5373;-122,395;2120;7200
915000;"2014 Dec";5;2,75;2580;7630;1;0;0;4;7;1730;850;1954;0;98004;47,6226;-122,205;2040;7717
440000;"2014 June";3;1;1210;5750;1,5;0;0;4;7;1210;0;1910;0;98136;47,5403;-122,391;1160;5000
623000;"2015 Mar";3;2,75;2390;21804;1;0;0;3;8;1450;940;1973;0;98034;47,7339;-122,183;2390;10136
615000;"2014 May";3;1,75;2360;7291;1;0;0;4;8;1360;1000;1948;0;98136;47,5274;-122,384;1860;5499
250000;"2014 Oct";4;2;2600;9000;1;0;0;3;8;1410;1190;1959;0;98032;47,381;-122,299;2600;7200
319000;"2014 June";4;2,5;2510;7992;1;0;0;3;8;1610;900;1978;0;98032;47,3715;-122,285;2030;7992
354000;"2014 Dec";3;1;1130;11250;1;0;0;3;NA;1130;0;1965;0;98034;47,7254;-122,227;1410;11250
4e+05;"2015 Mar";2;1;1220;6300;1;0;0;3;7;760;460;1942;0;98136;47,5299;-122,387;1850;4886
1014250;"2014 Jul";3;1;1640;12855;1,5;0;0;5;6;1500;140;1920;0;98004;47,6169;-122,212;2190;11262
582000;"2014 Dec";3;1,75;1820;3140;2;0;0;5;8;1820;0;1949;1990;98136;47,5271;-122,384;2030;5499
510000;"2015 Mar";3;1,5;1730;6240;1;0;1;3;8;1000;730;1954;0;98136;47,5282;-122,391;1620;6240
374900;"2015 Mar";5;2,75;2980;8500;1;0;0;3;8;1540;1440;1982;0;98032;47,3641;-122,278;2310;8500
306000;"2014 Jul";3;1;1450;7200;1;0;0;3;7;1010;440;1969;0;98034;47,7311;-122,199;1500;6767
453000;"2014 Aug";3;2;1430;9583;1;0;0;4;7;1430;0;1964;0;98034;47,7206;-122,197;1890;11100
898000;"2014 Nov";2;1,75;1490;9874;1;0;0;4;7;1490;0;1963;0;98004;47,6246;-122,199;2280;9869
1208000;"2015 Mar";3;2,25;1590;8520;2;0;0;4;8;1590;0;1980;0;98004;47,6477;-122,216;2470;12005
1590000;"2015 Jan";4;2,25;3240;11131;1;0;0;4;9;2080;1160;1953;0;98004;47,6182;-122,215;2300;12150
795000;"2014 June";3;2;2420;17859;1;0;1;5;9;1500;920;1979;0;98034;47,7074;-122,246;2955;17859
310000;"2014 Sep";1;1;570;6000;1;0;0;2;5;570;0;1918;0;98136;47,5517;-122,385;1530;6000
4489000;"2014 June";4;3;6430;27517;2;0;0;3;12;6430;0;2001;0;98004;47,6208;-122,219;3720;14592
485000;"2015 Apr";4;2,25;1810;7068;2;0;0;5;7;1810;0;1976;0;98034;47,7319;-122,204;1460;7274
399950;"2014 Dec";3;2,5;1470;4488;2;0;0;5;7;1470;0;1980;0;98034;47,723;-122,162;1400;4441
690000;"2014 Nov";3;2;2360;6149;2;0;3;3;8;1560;800;1926;1989;98136;47,5433;-122,384;2000;6149
249000;"2015 Apr";3;1,75;1590;7535;1,5;0;0;5;6;1590;0;1909;0;98032;47,3769;-122,234;1110;6000
780000;"2014 May";4;1,75;2480;9195;1;0;0;3;7;1390;1090;1950;0;98004;47,584;-122,195;2440;9195
429300;"2014 Aug";6;2,25;2930;15949;1;0;0;4;8;1730;1200;1965;0;98034;47,7188;-122,185;1730;8550
650000;"2015 Mar";3;2,5;2380;3332;2;0;0;3;9;2380;0;2014;0;98034;47,7194;-122,199;2590;4382
625000;"2014 Jul";3;2;1730;12219;1;0;0;4;7;1730;0;1986;0;98004;47,5825;-122,189;2470;13594
540000;"2014 Sep";3;1,75;2280;16671;1,5;0;0;4;6;1760;520;1909;0;98034;47,7096;-122,219;1850;9351
270500;"2015 Feb";3;1,5;1952;8613;1;0;0;4;7;1652;300;1960;0;98032;47,3715;-122,29;1400;8712
699950;"2015 Mar";3;3,25;2230;5460;1;0;1;4;8;1430;800;1977;0;98136;47,53;-122,388;2070;5600
425000;"2014 Sep";2;2;1280;4095;2;0;0;4;8;1280;0;1918;0;98136;47,5501;-122,393;1470;5500
5e+05;"2014 Aug";4;2;2100;12620;1;0;0;4;7;2100;0;1972;0;98034;47,7239;-122,173;1720;7840
347000;"2014 Jul";3;1;1010;7200;1;0;0;3;7;1010;0;1968;0;98034;47,7225;-122,179;1120;7200
843500;"2014 June";4;2;2630;16475;2;0;0;4;8;2630;0;1953;0;98004;47,639;-122,219;2670;15001
386000;"2014 June";3;2;1330;8100;1;0;0;4;7;1330;0;1969;0;98034;47,7251;-122,175;1590;8100
410000;"2014 May";3;2;1650;9641;1,5;0;0;3;7;1650;0;1983;0;98034;47,7145;-122,231;1940;6701
1065500;NA;3;2,25;2950;7232;1;0;2;3;8;1520;1430;1983;0;98136;47,5257;-122,382;2130;7140
350000;"2014 Oct";3;1,75;1320;10500;1;0;0;3;7;1320;0;1966;0;98034;47,7267;-122,226;1310;10500
685000;"2014 Jul";4;2,5;2170;NA;1;0;0;3;7;1220;950;1959;0;98004;47,6078;-122,192;2010;8680
455000;"2014 May";5;2,5;2240;7770;1;0;0;3;7;1340;900;1978;0;98034;47,7198;-122,171;1820;7770
557510;"2015 Feb";4;2;1580;4800;1,5;0;2;3;7;1580;0;1912;0;98136;47,5454;-122,383;1580;4800
383001;"2014 Sep";3;1;1180;7210;1;0;0;4;7;1180;0;1963;0;98034;47,7267;-122,241;1700;7210
450000;"2014 Dec";4;2,75;2900;6400;2;0;0;3;7;2040;860;1911;1970;98136;47,5563;-122,393;1340;6144
748000;"2014 Dec";4;2,5;3220;8379;2;0;0;3;10;3220;0;2004;0;98034;47,7043;-122,192;2720;7635
4e+05;"2014 June";2;1;1140;5100;1;0;0;3;7;1140;0;1942;0;98136;47,5323;-122,383;1230;5100
975000;"2015 Apr";3;2,5;2530;7000;2,5;0;4;3;9;2530;0;1915;1999;98136;47,5465;-122,398;2380;7000
405000;"2015 Jan";3;1,75;1260;7373;1;0;0;4;7;1260;0;1979;0;98034;47,7296;-122,233;1360;7373
4e+05;"2014 May";3;2,5;2740;83199;2;0;4;3;9;2740;0;1973;0;98032;47,3581;-122,266;2500;29269
250000;"2014 Dec";3;1;1520;7800;1;0;0;4;7;1120;400;1967;0;98032;47,3784;-122,29;1740;8000
7e+05;"2014 Oct";2;1;1620;9855;1;0;4;3;NA;1320;300;1948;0;98136;47,5264;-122,384;1820;7700
480000;"2015 Apr";4;2,25;2330;14190;1;0;0;3;8;1740;590;1962;0;98034;47,718;-122,242;2330;14190
525000;"2014 June";5;2,75;2440;8000;1;0;0;4;7;1240;1200;1972;0;98034;47,7283;-122,17;1780;8391
926500;"2014 Nov";4;2,75;2900;17802;1;0;2;3;9;1750;1150;1981;0;98034;47,7004;-122,229;2900;15720
510000;"2015 Apr";2;1,5;1860;5100;1;0;0;3;7;1060;800;1940;0;98136;47,5573;-122,392;1710;5100
560000;"2015 Mar";4;1,75;2120;6250;1;0;0;5;7;1060;1060;1917;0;98136;47,5506;-122,385;1410;6250
439000;"2015 Apr";3;2,25;1480;7565;1;0;0;3;7;1220;260;1977;0;98034;47,7288;-122,191;1660;7565
903000;"2014 Dec";2;1,5;1140;7800;1;0;0;4;6;1140;0;1947;0;98004;47,6142;-122,209;2020;7800
2575000;"2014 Dec";4;4,25;5540;15408;2;0;1;3;11;4280;1260;2006;0;98004;47,6071;-122,212;3570;14750
1362500;"2014 Oct";3;2;2310;21318;1;0;0;3;10;2310;0;1979;1996;98004;47,6381;-122,224;2950;21814
201500;"2014 May";3;1;1160;8320;1;0;0;4;7;1160;0;1959;0;98032;47,3831;-122,288;1480;7800
447450;"2014 Oct";3;2,25;1570;7200;2;0;0;3;8;1570;0;1991;0;98034;47,7332;-122,232;1620;7318
1698000;"2014 Aug";4;3;3600;9687;2;0;0;4;9;3600;0;1959;1995;98004;47,6257;-122,208;2620;10400
165000;"2014 Aug";3;1,5;1630;22764;1;0;0;3;7;1630;0;1970;0;98032;47,3611;-122,293;1620;17859
280927;"2014 June";4;2,25;2070;7350;2;0;0;4;8;2070;0;1977;0;98032;47,3615;-122,274;2080;7210
4e+05;"2014 May";2;1;840;5510;1;0;0;3;7;840;0;1955;0;98136;47,5247;-122,391;1630;5510
268000;"2014 June";3;1,75;1970;10270;1;0;0;4;8;1970;0;1966;0;98032;47,3619;-122,285;1970;8400
1780000;"2015 Apr";4;3,25;3950;10912;2;0;0;3;10;3950;0;2003;0;98004;47,5877;-122,196;3000;10998
545000;"2014 June";3;2,5;1940;9775;1;0;2;3;8;1440;500;1975;0;98034;47,7142;-122,222;2830;9775
7e+05;"2014 Oct";2;1;1300;12000;1;0;0;4;8;1300;0;1959;0;98004;47,6366;-122,229;2420;15000
385000;"2014 June";4;1,75;1720;8750;1;0;0;3;7;860;860;1971;0;98034;47,726;-122,21;1790;8750
608095;"2015 Apr";3;2,5;2680;17707;2;0;1;3;9;2680;0;1983;0;98034;47,7031;-122,224;2840;21743
280000;"2015 Apr";2;1;870;4025;1;0;0;3;7;870;0;1981;0;98034;47,7243;-122,161;1370;3488
1565000;"2014 Aug";4;2,75;2810;8570;2;0;0;3;10;2810;0;1993;0;98004;47,6159;-122,211;2810;9621
514000;"2014 June";3;1,75;1720;5899;1;0;1;3;8;1220;500;1986;0;98136;47,5399;-122,385;1900;6244
865000;"2015 Apr";3;1,75;1480;8163;1;0;0;3;7;1040;440;1953;0;98004;47,638;-122,206;2170;11124
1388000;"2014 Sep";4;2,5;3450;17400;1,5;0;0;4;9;2180;1270;1964;0;98004;47,5969;-122,206;3770;19530
4e+05;"2015 Jan";2;1;920;5120;1;0;0;5;7;920;0;1952;0;98136;47,5569;-122,394;1190;5120
410000;"2014 Nov";2;1;1030;4366;1;0;0;3;7;1030;0;1912;0;98136;47,5311;-122,384;1890;4499
999950;"2015 Mar";3;2,25;3740;22464;2;0;0;5;8;2330;1410;1966;0;98004;47,6354;-122,196;2680;19564
306000;"2014 Jul";3;2;1160;7217;1;0;0;3;7;1160;0;1969;0;98034;47,7279;-122,227;1870;9104
366000;"2014 June";3;1,75;1510;8301;1;0;0;3;7;1510;0;1967;0;98034;47,7243;-122,222;1460;7910
505000;"2014 June";3;1,75;1640;10695;1;0;2;3;8;1640;0;1975;0;98034;47,7145;-122,222;2790;9775
435000;"2015 May";2;0,75;750;16321;1;0;1;3;4;750;0;1936;0;98034;47,6985;-122,229;3020;10625
305000;"2015 Mar";3;1;910;8008;1;0;0;3;7;910;0;1971;0;98034;47,726;-122,22;1480;7404
275000;"2014 Jul";4;2,25;2670;10050;1;0;0;4;8;1420;1250;1962;0;98032;47,3792;-122,28;2190;10050
475000;"2015 Feb";3;1,75;2490;7210;1;0;0;3;7;1290;1200;1972;0;98034;47,726;-122,198;1610;7210
875000;NA;3;1;1160;10732;1;0;0;3;7;1160;0;1953;0;98004;47,6391;-122,205;2390;13656
450000;"2015 Jan";5;2,5;1900;9460;1;0;0;3;7;1190;710;1969;0;98034;47,7096;-122,202;1940;8360
499950;"2014 Sep";3;1,75;1340;6250;1;0;0;4;7;1090;250;1941;0;98136;47,5427;-122,386;1550;1755
420000;"2014 May";3;2,25;1770;8165;2;0;0;3;7;1770;0;1977;0;98034;47,7166;-122,236;1650;8165
290000;"2015 Feb";3;2,25;1880;7488;2;0;0;3;8;1880;0;1980;0;98032;47,3631;-122,277;2180;7344
620000;"2015 Mar";5;3,25;3160;10587;1;0;0;5;7;2190;970;1960;0;98034;47,7238;-122,165;2200;7761
529000;"2014 May";3;1;1590;6420;1;0;0;3;7;1590;0;1944;0;98136;47,5355;-122,392;1780;5900
370000;"2014 Oct";3;1,75;1160;8774;1;0;0;3;7;1160;0;1972;0;98034;47,7159;-122,165;1990;7908
315500;"2014 Sep";3;1;1160;10500;1;0;0;4;7;1160;0;1966;0;98034;47,7267;-122,227;1520;10500
610000;"2014 Jul";3;2;2300;13418;1;0;0;3;8;1430;870;1955;0;98004;47,6075;-122,2;2140;9380
462000;"2015 Mar";4;2,5;2060;6958;1;0;0;3;7;1220;840;1974;0;98034;47,7251;-122,168;1760;7350
325000;"2014 Dec";3;1;1160;11799;1;0;0;3;7;1160;0;1966;0;98034;47,7263;-122,229;1220;10500
515000;"2014 June";3;2,5;1800;5001;2;0;0;3;7;1800;0;1996;0;98034;47,7126;-122,231;2106;5618
382500;"2014 May";4;1,75;1560;8700;1;0;0;4;7;1560;0;1967;0;98034;47,7274;-122,181;2080;8000
85000;"2014 Sep";2;1;830;9000;1;0;0;3;6;830;0;1939;0;98032;47,3813;-122,243;1160;7680
235000;"2014 Dec";2;1;830;9000;1;0;0;3;6;830;0;1939;0;98032;47,3813;-122,243;1160;7680
399900;"2015 Mar";3;1,75;1260;12750;1;0;0;3;7;1260;0;1979;0;98034;47,7289;-122,233;1460;7865
370000;"2014 Nov";2;1;1270;1399;3;0;0;3;7;1270;0;2000;0;98136;47,5552;-122,381;1140;1442
745000;"2014 Oct";3;1;1390;9112;1;0;0;4;7;1390;0;1951;0;98004;47,6071;-122,197;2290;9112
379950;"2014 Dec";2;1;870;7500;1;0;0;3;7;870;0;1947;0;98136;47,5465;-122,384;1240;5709
525000;"2014 Dec";3;2;1620;7800;1;0;0;3;7;1200;420;1969;0;98034;47,7288;-122,171;1540;7565
449500;"2014 June";5;2,75;2040;7488;1;0;0;4;7;1200;840;1969;0;98034;47,7289;-122,172;1530;7488
290000;"2014 Sep";4;2,25;1900;10950;1;0;0;4;NA;1400;500;1959;0;98032;47,3582;-122,284;1700;11850
450000;"2014 Aug";3;1,75;1810;12600;1;0;0;3;7;1400;410;1977;0;98034;47,7143;-122,233;1934;12600
3120000;"2014 Nov";3;3,5;4490;56609;2;1;4;3;12;4490;0;1993;0;98034;47,6997;-122,24;2710;51330
405000;"2014 May";5;1,75;1880;10000;1;0;0;3;7;960;920;1963;0;98034;47,7182;-122,201;1580;10000
425000;"2015 Mar";2;1,75;1550;7800;1;0;0;3;7;1050;500;1940;0;98136;47,5436;-122,39;1370;5000
460000;"2014 Sep";3;1;1860;6360;1;0;0;3;8;1470;390;1954;0;98136;47,5327;-122,392;1770;6175
4e+05;"2015 Feb";4;2,25;1970;8941;2;0;0;3;7;1970;0;1973;0;98034;47,7223;-122,172;1880;7793
1700000;"2015 Mar";5;2,75;3810;9360;2;0;0;3;10;3810;0;2014;0;98004;47,6039;-122,194;2110;9870
901000;"2014 Oct";4;2,75;3030;18400;1,5;0;3;3;9;2360;670;1973;0;98034;47,7019;-122,243;3030;12486
440000;"2015 Feb";3;1,75;1760;8025;1;0;0;4;7;1230;530;1976;0;98034;47,7287;-122,192;1590;7543
730000;"2014 Jul";3;1,75;2040;11294;1;0;0;4;7;1340;700;1952;0;98004;47,5923;-122,197;2120;9587
650000;"2014 June";4;2,25;2560;9731;2;0;0;4;7;2560;0;1973;0;98034;47,7261;-122,246;1860;9731
373000;"2014 Sep";3;1,75;1310;7811;1;0;0;3;7;1310;0;1976;0;98034;47,7319;-122,167;1530;7800
244615;"2014 May";3;2,5;2060;4030;2;0;0;3;7;2060;0;1999;0;98032;47,3909;-122,238;2060;4029
340000;"2015 Apr";3;2;1150;700;2;0;0;3;7;800;350;2000;0;98136;47,5552;-122,381;1060;1910
520000;"2015 Mar";4;2,75;2020;7357;1;0;0;3;7;1350;670;1986;0;98034;47,7145;-122,225;1690;7804
440000;"2014 Oct";3;1,75;2350;7641;1;0;0;3;NA;1510;840;1978;0;98034;47,7307;-122,219;2190;7500
415000;"2014 May";5;1,5;1900;10226;1;0;0;3;7;1130;770;1961;0;98034;47,7226;-122,227;1690;10227
925500;"2015 Mar";3;2,75;1970;5200;1,5;0;3;3;8;1970;0;1915;2002;98136;47,5374;-122,388;2140;5200
450000;"2014 Oct";4;2,25;1710;7000;1;0;0;4;7;1040;670;1972;0;98034;47,719;-122,217;1780;6500
653750;"2014 Jul";4;2,5;2460;4166;2;0;0;3;9;2460;0;2003;0;98034;47,7072;-122,232;2460;4964
548500;"2015 Apr";4;2;1820;7200;1;0;0;3;7;1300;520;1976;0;98136;47,5161;-122,388;1770;8149
5e+05;"2014 Dec";3;NA;2210;6500;1;0;0;4;7;1030;1180;1912;0;98136;47,5434;-122,388;1750;NA
305000;"2014 June";4;2,25;2210;9371;2;0;0;4;8;2210;0;1968;0;98032;47,3634;-122,279;2300;11584
1013050;"2014 Jul";4;2,5;2480;12688;1;0;0;4;9;1820;660;1967;0;98004;47,6344;-122,205;2910;11979
1582500;"2015 Apr";4;2,5;3980;16304;1;0;1;3;10;2480;1500;1968;0;98004;47,639;-122,21;3980;16304
1650000;"2014 Jul";8;2,75;4040;20666;1;0;0;4;9;2020;2020;1962;0;98004;47,634;-122,221;3670;20500
1557600;"2015 Apr";4;2,5;2700;17853;2;0;0;4;9;2700;0;1960;0;98004;47,6463;-122,219;3790;16672
545000;"2015 Jan";4;2;5461;22880;1;0;0;4;9;3265;2196;1964;0;98032;47,3557;-122,29;1940;10995
335000;"2014 Jul";3;1,75;1400;7920;1;0;0;3;7;1400;0;1965;0;98034;47,7312;-122,202;1310;7876
320000;"2014 Oct";5;2,25;2630;8625;2;0;0;3;8;2630;0;1966;0;98032;47,3619;-122,287;1880;8670
350000;"2015 Mar";4;1,75;2310;9002;1;0;0;3;7;1780;530;1970;0;98034;47,731;-122,166;2090;8814
469000;"2014 Dec";3;1,75;1480;800;2;0;0;3;8;1000;480;2014;0;98136;47,5493;-122,387;1480;1143
268500;"2014 Jul";4;1,75;1820;13600;1,5;0;0;3;7;1120;700;1959;0;98032;47,3743;-122,295;1810;11970
1130000;"2014 Aug";4;2,5;2660;11200;2;0;0;3;9;2660;0;1999;0;98004;47,5894;-122,197;3290;11275
325000;"2014 Oct";2;2;970;5000;1;0;0;3;7;970;0;1983;0;98034;47,7223;-122,16;1540;5000
1e+06;"2014 Aug";4;1,75;1780;11436;1;0;0;5;9;1780;0;1967;0;98004;47,6273;-122,194;2100;12052
1662000;"2014 Oct";4;2,75;3520;19200;1;1;4;4;9;1950;1570;1951;0;98136;47,525;-122,393;2450;7000
365000;"2014 Nov";3;1,75;1290;7205;1,5;0;0;3;7;1290;0;1971;0;98034;47,7329;-122,237;1340;7214
388000;"2015 Mar";2;1,75;800;4800;1;0;0;4;6;800;0;1922;0;98136;47,5559;-122,396;1090;5000
1175000;"2014 May";3;2,5;1970;23180;1;1;4;3;8;1100;870;1937;1998;98136;47,5495;-122,398;3030;34689
770000;"2015 Feb";4;1,75;2520;8442;1;0;0;4;7;1640;880;1953;0;98004;47,6317;-122,205;2110;8442
165000;NA;3;1,5;1250;7200;1;0;0;4;7;1250;0;1978;0;98032;47,3678;-122,282;1250;7560
319000;"2015 Feb";3;2,25;1220;2980;2;0;0;3;7;1220;0;1986;0;98034;47,7151;-122,203;1220;2140
394000;"2014 Aug";3;2,5;1370;4400;1;0;0;3;8;1370;0;1988;0;98034;47,7139;-122,203;1630;4400
260000;"2014 May";3;2,5;1420;14850;1;0;0;4;7;1020;400;1963;0;98032;47,3661;-122,29;2060;8800
344950;"2014 Dec";3;2;1330;7419;1;0;0;3;7;1330;0;1985;0;98034;47,7322;-122,236;1330;7297
336950;"2015 Apr";3;1,75;2310;7680;1;0;0;4;8;1410;900;1978;0;98032;47,3743;-122,285;2080;7680
427800;"2014 Nov";3;1,75;1340;13241;1;0;2;3;7;1340;0;1985;0;98034;47,7268;-122,213;2090;9704
1450000;"2015 Mar";3;1,75;2230;13529;1;0;0;3;9;2230;0;1949;0;98004;47,6204;-122,217;2230;11900
393000;"2014 Dec";2;1;1020;4200;1;0;0;5;6;1020;0;1923;0;98136;47,5319;-122,391;1660;4200
310000;"2014 Oct";2;1;720;5750;1;0;0;2;6;720;0;1943;0;98136;47,5535;-122,393;980;6125
431000;"2015 Feb";3;NA;1830;8831;1;0;0;3;7;1460;370;1979;0;98034;47,7286;-122,215;2330;8064
3e+06;"2014 June";4;4,25;4850;12445;2;1;4;5;10;3850;1000;1989;0;98034;47,7011;-122,244;3350;12210
245700;"2014 June";3;2,25;1640;8400;1;0;0;3;8;1180;460;1968;0;98032;47,3733;-122,289;1600;8120
1600000;"2015 Feb";3;2,75;3040;21052;2;0;0;4;10;3040;0;1980;0;98004;47,638;-122,225;2950;NA
5e+05;"2014 Dec";4;1,75;2040;6000;1;0;0;5;7;1020;1020;1943;0;98136;47,5507;-122,383;1440;6000
1800000;"2014 June";5;4,5;4400;15580;2;0;0;3;NA;3390;1010;2003;0;98004;47,6232;-122,207;2150;14249
3e+05;"2014 Aug";4;1,75;2080;8750;1;0;0;4;8;1330;750;1967;0;98032;47,3749;-122,291;1790;8750
535000;"2015 Feb";4;1,75;1570;3250;1,5;0;0;5;8;1570;0;1928;0;98136;47,5405;-122,393;1570;NA
1170000;"2014 June";4;2,5;2570;6251;2;0;0;3;9;2570;0;2000;0;98004;47,593;-122,197;2570;9588
325000;"2014 Jul";3;1,75;1010;7171;1;0;0;4;7;1010;0;1967;0;98034;47,7317;-122,231;1250;7560
443000;"2014 Jul";4;1,5;1860;12197;1;0;0;3;7;1860;0;1964;0;98034;47,729;-122,235;1510;11761
340000;"2014 May";5;1;1120;9022;1,5;0;0;4;7;1120;0;1962;0;98034;47,7296;-122,24;1310;7500
570000;"2014 Sep";4;2,75;3140;10918;1;0;0;3;8;1900;1240;1968;1986;98034;47,7086;-122,243;3170;10918
360000;"2015 Apr";2;1;1120;12625;1;0;3;3;7;1120;0;1940;0;98136;47,5397;-122,385;1880;6828
850000;"2014 May";4;3,5;2640;5900;2;0;2;3;8;2640;0;1937;1998;98136;47,5421;-122,383;1700;5900
229050;"2015 Mar";1;1;420;3298;1;0;0;4;4;420;0;1949;0;98136;47,5375;-122,391;1460;4975
607000;"2014 May";3;1;1230;8114;1;0;0;4;NA;1230;0;1951;0;98004;47,5822;-122,196;2220;8114
650000;"2015 Feb";4;1,75;1900;10454;1;0;0;4;7;1180;720;1954;0;98004;47,5933;-122,195;2060;11325
3200000;"2015 Jan";3;3,25;4560;13363;1;0;4;3;11;2760;1800;1995;0;98004;47,6205;-122,214;4060;13362
1185000;"2014 Jul";4;2,75;3020;8622;2;0;0;3;9;3020;0;1976;2003;98004;47,5866;-122,201;3060;14303
820000;"2014 May";3;2,5;2510;5503;2;0;2;3;9;2510;0;1995;0;98136;47,5419;-122,383;1790;6099
695000;"2014 Dec";5;1,75;1790;9335;2;0;0;5;8;1790;0;1952;0;98004;47,5945;-122,201;1840;9612
